year,actual,predicted
2017,0,0
2017,0,0
2017,1,1
2017,1,1
2017,1,1
2017,0,1
2017,1,1
2017,1,1
2017,1,1
2017,1,1
2017,1,1
2017,1,1
2017,1,1
2017,1,1
2017,1,1
2017,1,1
2017,1,1
2017,1,1
2017,1,1
2017,0,1
2017,1,0
2017,1,1
2017,0,1
2017,0,1
2017,1,1
2017,1,1
2017,0,1
2017,1,1
2017,1,1
2017,1,1
2017,1,0
2017,1,1
2017,0,1
2017,1,0
2017,1,1
2017,1,1
2017,1,1
2017,1,1
2017,0,0
2017,1,0
2017,0,0
2017,0,1
2017,0,1
2017,0,1
2017,0,1
2017,0,0
2017,0,0
2017,1,0
2017,1,0
2017,0,1
2017,0,1
2017,0,0
2017,1,0
2017,1,0
2017,0,0
2017,0,1
2017,0,1
2017,1,1
2017,1,1
2017,0,0
2017,0,0
2017,0,0
2017,0,0
2017,1,1
2017,0,0
2017,1,0
2017,1,1
2017,0,0
2017,1,0
2017,0,0
2017,0,1
2017,0,0
2018,1,1
2018,1,0
2018,0,1
2018,1,1
2018,0,0
2018,1,1
2018,1,1
2018,1,0
2018,1,1
2018,1,0
2018,1,0
2018,0,1
2018,0,1
2018,0,1
2018,0,0
2018,1,1
2018,1,0
2018,1,1
2018,0,0
2018,1,0
2018,1,0
2018,1,0
2018,0,0
2018,1,1
2018,1,0
2018,1,1
2018,0,1
2018,1,1
2018,1,0
2018,1,1
2018,0,1
2018,0,1
2018,0,0
2018,1,1
2018,0,0
2018,1,1
2018,1,1
2018,0,1
2018,1,0
2018,1,1
2018,0,0
2018,1,0
2018,1,1
2018,1,1
2018,1,0
2018,1,0
2018,1,1
2018,1,0
2018,1,0
2018,1,0
2018,1,0
2018,1,0
2018,0,0
2018,0,1
2018,1,0
2018,0,0
2018,1,1
2018,1,0
2018,1,1
2018,0,0
2018,1,1
2018,1,1
2018,0,0
2018,1,1
2018,1,0
2018,0,1
2018,1,0
2018,0,0
2018,0,1
2018,0,0
2018,1,0
2018,0,0
2018,1,0
2018,0,1
2018,0,0
2018,1,1
2018,1,0
2018,0,1
2018,1,0
2018,1,0
2018,0,0
2018,1,0
2018,0,1
2018,1,0
2018,0,0
2018,1,1
2018,0,0
2018,0,0
2018,0,1
2018,0,0
2018,1,0
2018,1,1
2018,1,0
2018,1,1
2018,1,0
2018,1,0
2018,0,1
2018,1,0
2018,0,0
2018,1,1
2018,1,0
2018,0,1
2018,0,1
2018,1,0
2018,0,0
2018,0,0
2018,1,0
2018,0,0
2018,0,0
2018,1,0
2018,1,0
2018,0,1
2018,0,0
2018,0,0
2018,1,0
2018,0,0
2018,1,1
2018,0,1
2018,0,0
2018,0,1
2018,1,1
2018,0,0
2018,1,1
2018,1,1
2018,1,0
2018,1,0
2018,0,0
2018,1,0
2018,0,0
2018,1,0
2018,1,0
2018,1,1
2018,1,1
2018,1,1
2018,1,1
2018,1,1
2018,0,1
2018,0,1
2018,0,0
2018,0,0
2018,1,0
2018,1,1
2018,1,1
2018,1,0
2018,1,0
2018,0,0
2018,1,0
2018,1,1
2018,1,1
2018,0,1
2018,0,1
2018,1,0
2018,0,1
2018,0,0
2018,1,0
2018,0,1
2018,1,0
2018,0,1
2018,0,1
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,1,0
2018,0,1
2018,0,1
2018,0,0
2018,0,1
2018,0,0
2018,0,0
2018,0,0
2018,1,0
2018,1,0
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,1,0
2018,0,0
2018,1,0
2018,1,0
2018,0,1
2018,0,0
2018,1,0
2018,0,0
2018,1,0
2018,0,0
2018,1,1
2018,0,0
2018,1,1
2018,1,1
2018,0,1
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,0,1
2018,0,0
2018,0,0
2018,1,0
2018,1,1
2018,1,1
2018,0,0
2018,0,1
2018,0,1
2018,0,1
2018,1,0
2018,1,0
2018,0,0
2018,0,0
2018,0,0
2018,1,1
2018,0,0
2018,0,0
2018,0,0
2018,0,1
2018,0,1
2018,1,0
2018,0,1
2018,1,0
2018,0,1
2018,1,0
2018,0,0
2018,1,1
2018,0,0
2018,1,0
2018,1,0
2018,0,1
2018,0,0
2018,0,1
2018,0,0
2018,0,0
2018,0,0
2018,0,1
2018,1,0
2018,0,0
2018,0,0
2018,1,0
2018,0,1
2018,0,1
2018,0,0
2018,0,0
2018,0,1
2018,1,0
2018,1,0
2018,1,0
2018,1,0
2018,0,0
2018,0,0
2018,0,1
2018,0,0
2018,0,0
2018,0,1
2018,1,0
2018,0,0
2018,0,1
2018,0,1
2018,1,1
2018,0,1
2018,0,1
2018,0,0
2018,0,0
2018,0,0
2018,1,0
2018,0,0
2018,0,0
2018,1,0
2018,0,1
2018,0,0
2018,0,0
2018,0,0
2018,0,1
2018,0,0
2018,1,1
2018,0,0
2018,1,0
2018,0,0
2018,0,0
2018,0,0
2018,1,1
2018,1,0
2018,1,0
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,1,0
2018,0,0
2018,0,0
2018,0,1
2018,1,0
2018,0,0
2018,1,0
2018,0,0
2018,1,0
2018,0,1
2018,1,0
2018,1,0
2018,0,0
2018,0,0
2018,0,0
2018,0,1
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,0,1
2018,0,0
2018,0,0
2018,1,0
2018,0,0
2018,0,0
2018,0,1
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,1,0
2018,0,1
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,0,0
2018,0,1
2018,0,1
2018,0,0
2018,0,0
2018,0,0
2019,0,0
2019,0,1
2019,0,0
2019,0,1
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,1
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,1
2019,0,0
2019,0,1
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,1
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,1
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,1
2019,0,0
2019,0,1
2019,0,0
2019,0,0
2019,1,0
2019,0,0
2019,0,1
2019,1,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,1
2019,0,0
2019,0,0
2019,0,0
2019,0,1
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,1,0
2019,1,0
2019,0,0
2019,0,0
2019,0,1
2019,0,0
2019,1,0
2019,0,1
2019,0,0
2019,1,0
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,1,0
2019,1,1
2019,1,1
2019,0,1
2019,0,1
2019,1,0
2019,1,1
2019,0,0
2019,0,1
2019,1,1
2019,0,0
2019,0,1
2019,0,1
2019,1,0
2019,1,1
2019,1,1
2019,1,0
2019,0,0
2019,1,1
2019,0,1
2019,1,1
2019,0,1
2019,0,1
2019,0,1
2019,0,1
2019,0,1
2019,0,0
2019,1,1
2019,1,0
2019,1,1
2019,1,0
2019,0,1
2019,1,1
2019,0,1
2019,1,1
2019,0,1
2019,1,1
2019,1,0
2019,0,1
2019,0,1
2019,0,0
2019,0,1
2019,1,1
2019,1,1
2019,1,1
2019,0,1
2019,1,1
2019,0,1
2019,0,1
2019,1,0
2019,1,1
2019,0,1
2019,1,0
2019,1,1
2019,0,0
2019,1,1
2019,0,1
2019,1,1
2019,0,1
2019,0,1
2019,1,0
2019,1,1
2019,1,1
2019,0,1
2019,0,0
2019,1,1
2019,0,1
2019,0,1
2019,0,1
2019,0,1
2019,0,0
2019,0,0
2019,0,1
2019,1,1
2019,0,1
2019,1,0
2019,1,0
2019,1,1
2019,1,1
2019,1,1
2019,0,1
2019,1,1
2019,1,0
2019,1,0
2019,0,1
2019,0,0
2019,0,0
2019,1,1
2019,1,0
2019,0,0
2019,0,1
2019,0,0
2019,0,0
2019,0,1
2019,1,1
2019,0,0
2019,0,0
2019,0,0
2019,1,0
2019,0,1
2019,1,1
2019,1,1
2019,0,0
2019,1,1
2019,0,0
2019,0,0
2019,0,0
2019,1,1
2019,0,0
2019,0,1
2019,1,1
2019,0,1
2019,1,1
2019,1,0
2019,0,0
2019,0,1
2019,0,0
2019,0,0
2019,1,0
2019,0,0
2019,0,0
2019,0,1
2019,0,0
2019,1,0
2019,0,0
2019,0,0
2019,1,0
2019,1,1
2019,0,0
2019,0,0
2019,0,0
2019,0,1
2019,0,0
2019,0,0
2019,1,0
2019,0,1
2019,0,0
2019,1,1
2019,1,1
2019,1,0
2019,0,0
2019,1,0
2019,1,1
2019,1,1
2019,0,0
2019,1,1
2019,0,1
2019,1,1
2019,1,0
2019,0,0
2019,1,1
2019,0,1
2019,0,0
2019,0,0
2019,0,0
2019,0,0
2019,0,1
2019,0,1
2019,0,1
2019,0,1
2019,0,1
2019,1,1
2019,1,1
2019,0,1
2019,0,1
2019,1,1
2019,0,1
2019,0,1
2019,1,1
2019,1,1
2019,1,1
2019,0,1
2019,0,1
2019,0,1
2019,1,1
2019,1,1
2019,1,1
2019,0,1
2019,0,1
2019,0,1
2019,1,1
2019,1,1
2019,0,1
2019,0,1
2019,0,1
2019,0,1
2019,0,1
2019,0,1
2019,0,1
2019,0,1
2019,0,1
2019,0,1
2019,0,1
2019,1,1
2019,1,1
2019,1,1
2019,1,1
2019,0,1
2019,0,1
2019,1,1
2019,1,1
2019,1,1
2019,1,1
2019,0,1
2019,1,1
2019,0,1
2019,1,1
2019,1,1
2019,0,1
2019,0,1
2019,1,1
2019,1,1
2019,1,1
2019,1,1
2019,0,1
2019,1,1
2020,0,0
2020,1,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,1,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,1,1
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,1,0
2020,0,0
2020,1,1
2020,0,1
2020,0,0
2020,1,0
2020,0,0
2020,1,1
2020,1,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,1,1
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,1,1
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,1,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,1,1
2020,1,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,1,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,1,1
2020,0,0
2020,0,1
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,1
2020,0,0
2020,0,1
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,1
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,1,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,1
2020,1,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,1,1
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,1,1
2020,0,0
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,1,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,1,1
2020,1,0
2020,1,1
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,1
2020,1,1
2020,1,1
2020,0,0
2020,0,0
2020,0,1
2020,1,1
2020,0,0
2020,0,1
2020,1,0
2020,1,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,1,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,0,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,1,0
2020,0,0
2020,0,0
2020,0,0
2020,0,1
2020,0,1
2020,0,0
2020,0,0
2020,0,1
2020,1,1
2020,0,1
